ID,Frequency,Recency,Monetary,T,Actual_Purchases,Predicted_Purchases,p_alive,p_not_alive,Actual_Avg_Monetary,Predicted_Avg_Monetary,Actual_cltv,Predicted_cltv,CLTV_label,Cluster,Customer_Segment
6466,7,22,121,109,28.636363636363637,7.420710599230818e-05,0.0,1.0,17.285714285714285,17.88789655492987,0.0,0.85,Profitable,2,Low-Value
9964,14,56,424,326,22.5,2.2809113593934636e-12,0.0,1.0,30.285714285714285,30.627208622299054,0.0,0.0,Non-profitable,0,Moderate-Value
10245,14,71,756,606,17.746478873239436,5.344268641111801e-17,0.0,1.0,54.0,54.416944368206416,0.0,0.0,Non-profitable,1,VIP
1109,3,38,12,432,7.105263157894736,4.086047569414875e-07,0.0,1.0,4.0,5.217564626633294,0.0,0.01,Profitable,2,Low-Value
6001,23,62,937,543,33.38709677419355,1.0064314951044968e-24,0.0,1.0,40.73913043478261,40.966957447088106,0.0,0.0,Non-profitable,0,Moderate-Value
5538,17,78,1862,264,19.615384615384617,8.502152928887293e-10,0.0,1.0,109.52941176470588,110.01799956203493,0.0,0.02,Profitable,3,High-Value
10552,12,18,367,405,60.0,1.0214851330593513e-18,0.0,1.0,30.583333333333332,30.98306008819953,0.0,0.0,Non-profitable,0,Moderate-Value
1545,14,95,443,331,13.26315789473684,4.289006243292571e-09,0.0,1.0,31.642857142857142,31.98866940293833,0.0,0.01,Profitable,0,Moderate-Value
7409,11,66,267,246,15.0,2.4530318492429814e-07,0.0,1.0,24.272727272727273,24.683364088769093,0.0,0.07,Profitable,2,Low-Value
4444,5,28,61,97,16.071428571428573,0.008099748295266135,0.0032,0.9968,12.2,12.999646025548664,0.01,0.64,Profitable,2,Low-Value
146,20,78,1323,226,23.076923076923073,1.6435840125170292e-09,0.0,1.0,66.15,66.46861668660311,0.0,0.02,Profitable,1,VIP
10065,6,27,64,330,20.0,4.891518014468927e-09,0.0,1.0,10.666666666666666,11.320613085332628,0.0,0.01,Profitable,2,Low-Value
4741,17,17,562,150,90.0,1.177362719031983e-15,0.0,1.0,33.05882352941177,33.34715827133317,0.0,0.01,Profitable,0,Moderate-Value
375,15,79,1156,489,17.08860759493671,8.630625462065695e-15,0.0,1.0,77.06666666666666,77.52421460608355,0.0,0.0,Non-profitable,1,VIP
1524,15,1,1104,485,1350.0,9.855535177049893e-40,0.0,1.0,73.6,74.04725578883803,0.0,0.0,Non-profitable,1,VIP
10022,3,78,16,140,3.4615384615384617,0.1386644823222277,0.1209,0.8791,5.333333333333333,6.570928430252498,0.05,0.18,Profitable,2,Low-Value
7451,19,23,2008,132,74.34782608695652,9.61843408749839e-14,0.0,1.0,105.6842105263158,106.11224057454221,0.0,0.1,Profitable,3,High-Value
11010,6,75,44,303,7.2,1.096512275210998e-05,0.0,1.0,7.333333333333333,7.962428333740083,0.0,0.05,Profitable,2,Low-Value
4356,11,70,1574,305,14.142857142857142,1.2282994118792403e-08,0.0,1.0,143.0909090909091,143.98309951282204,0.0,0.08,Profitable,3,High-Value
3885,4,10,63,256,36.0,1.0500737208947962e-07,0.0,1.0,15.75,16.79165022006168,0.0,0.1,Profitable,2,Low-Value
1175,11,24,426,282,41.25,2.872304473856152e-13,0.0,1.0,38.72727272727273,39.19649181059344,0.0,0.0,Non-profitable,0,Moderate-Value
880,5,47,96,529,9.574468085106384,1.3972434691973157e-09,0.0,1.0,19.2,20.062365119067437,0.0,0.01,Profitable,2,Low-Value
2320,18,98,635,290,16.53061224489796,2.2743913575315238e-09,0.0,1.0,35.27777777777778,35.555541454675364,0.0,0.01,Profitable,0,Moderate-Value
850,20,4,757,266,450.0,6.643737656069696e-36,0.0,1.0,37.85,38.10564874127362,0.0,0.0,Non-profitable,0,Moderate-Value
4713,7,15,125,584,42.0,1.2875272947623712e-15,0.0,1.0,17.857142857142858,18.46297287824966,0.0,0.0,Non-profitable,2,Low-Value
675,11,67,332,408,14.776119402985074,3.475831480256292e-11,0.0,1.0,30.181818181818183,30.61640372347716,0.0,0.0,Non-profitable,0,Moderate-Value
5025,7,32,135,187,19.6875,2.6056607245562755e-06,0.0,1.0,19.285714285714285,19.90066368654913,0.0,0.26,Profitable,2,Low-Value
2308,12,40,330,588,27.0,4.418709921416689e-18,0.0,1.0,27.5,27.888275660312352,0.0,0.0,Non-profitable,0,Moderate-Value
5995,13,54,384,558,21.666666666666664,6.610708975081452e-17,0.0,1.0,29.53846153846154,29.903753708762498,0.0,0.0,Non-profitable,0,Moderate-Value
6749,14,78,1722,690,16.153846153846153,7.897380943729117e-18,0.0,1.0,123.0,123.63647668912965,0.0,0.0,Non-profitable,3,High-Value
8977,3,51,24,533,5.294117647058823,8.961257805833884e-08,0.0,1.0,8.0,9.277656037490909,0.0,0.02,Profitable,2,Low-Value
4756,24,42,1168,191,51.42857142857142,1.2515927852784675e-15,0.0,1.0,48.666666666666664,48.89967692043501,0.0,0.0,Non-profitable,0,Moderate-Value
3412,13,67,957,530,17.46268656716418,4.091335928424527e-15,0.0,1.0,73.61538461538461,74.13173753465777,0.0,0.0,Non-profitable,1,VIP
606,3,87,15,262,3.103448275862069,0.0017076305092588908,0.0027,0.9973,5.0,6.232587479347697,0.0,0.09,Profitable,2,Low-Value
2975,22,89,1956,594,22.247191011235955,1.6410339109804428e-21,0.0,1.0,88.9090909090909,89.24471031469777,0.0,0.0,Non-profitable,1,VIP
2894,20,74,2013,243,24.324324324324326,8.638175164398429e-11,0.0,1.0,100.65,101.04537972949596,0.0,0.01,Profitable,3,High-Value
10542,6,63,77,693,8.571428571428571,1.2450742358020754e-11,0.0,1.0,12.833333333333334,13.503433173867784,0.0,0.0,Non-profitable,2,Low-Value
8015,19,88,1313,422,19.431818181818183,4.9841300838937945e-15,0.0,1.0,69.10526315789474,69.44761082113727,0.0,0.0,Non-profitable,1,VIP
10617,6,34,30,38,15.882352941176471,6.812615875157214,0.9012,0.0988,5.0,5.6116990076253,1.91,0.54,Profitable,2,Low-Value
11166,12,81,315,512,13.333333333333332,6.786083259713647e-13,0.0,1.0,26.25,26.633633324682418,0.0,0.0,Non-profitable,0,Moderate-Value
849,18,65,660,374,24.923076923076923,1.6400360229358498e-15,0.0,1.0,36.666666666666664,36.947864858918074,0.0,0.0,Non-profitable,0,Moderate-Value
523,6,51,74,514,10.588235294117647,4.680849667389001e-10,0.0,1.0,12.333333333333334,12.999705461128903,0.0,0.0,Non-profitable,2,Low-Value
8414,6,76,86,316,7.105263157894736,7.059261754353367e-06,0.0,1.0,14.333333333333334,15.01461631208443,0.0,0.09,Profitable,2,Low-Value
819,24,84,1103,236,25.71428571428571,6.000056083792839e-11,0.0,1.0,45.958333333333336,46.18632371174773,0.0,0.0,Non-profitable,0,Moderate-Value
4961,7,56,61,159,11.25,0.0010367939699142282,0.0005,0.9995,8.714285714285714,9.261751705133044,0.0,0.35,Profitable,2,Low-Value
749,7,31,145,222,20.32258064516129,2.637664544468256e-07,0.0,1.0,20.714285714285715,21.338354494848602,0.0,0.13,Profitable,2,Low-Value
5430,19,0,684,653,0.0,2.2397670721196668e-60,0.0,1.0,36.0,36.26480202273194,0.0,0.0,Non-profitable,0,Moderate-Value
7755,14,91,411,229,13.846153846153847,3.777007952601027e-06,0.0,1.0,29.357142857142858,29.69568282501955,0.0,0.18,Profitable,0,Moderate-Value
10525,3,40,27,624,6.75,4.36181305854131e-09,0.0,1.0,9.0,10.292678890205313,0.0,0.01,Profitable,2,Low-Value
1453,25,59,1060,358,38.13559322033898,5.55193759483675e-21,0.0,1.0,42.4,42.61252347668203,0.0,0.0,Non-profitable,0,Moderate-Value
8310,21,96,1459,669,19.6875,1.1459370077509659e-21,0.0,1.0,69.47619047619048,69.78665045127346,0.0,0.0,Non-profitable,1,VIP
10710,3,61,18,669,4.426229508196721,7.62779519784821e-09,0.0,1.0,6.0,7.247610332062101,0.0,0.01,Profitable,2,Low-Value
5031,25,14,1833,645,160.71428571428572,4.425074984745519e-45,0.0,1.0,73.32,73.58753698474409,0.0,0.0,Non-profitable,1,VIP
2613,10,16,237,87,56.25,1.2015668745134214e-06,0.0,1.0,23.7,24.149329301985308,0.0,1.53,Profitable,2,Low-Value
967,16,11,515,343,130.9090909090909,2.4276001462506154e-25,0.0,1.0,32.1875,32.49148107775585,0.0,0.0,Non-profitable,0,Moderate-Value
1077,14,52,1020,571,24.23076923076923,2.465090629870685e-18,0.0,1.0,72.85714285714286,73.33408363603637,0.0,0.0,Non-profitable,1,VIP
7959,10,19,1370,31,47.368421052631575,1.9117314279602828,0.1288,0.8712,137.0,137.95464219691124,13.19,22.72,Profitable,3,High-Value
640,23,61,1026,475,33.9344262295082,5.399044592268828e-23,0.0,1.0,44.608695652173914,44.844007312723974,0.0,0.0,Non-profitable,0,Moderate-Value
4252,11,73,301,98,13.561643835616438,0.8938606410830734,0.1695,0.8305,27.363636363636363,27.78680020538562,1.24,3.5,Profitable,0,Moderate-Value
8432,19,0,684,653,0.0,2.2397670721196668e-60,0.0,1.0,36.0,36.26480202273194,0.0,0.0,Non-profitable,0,Moderate-Value
6218,16,74,499,617,19.45945945945946,1.1856875689178682e-18,0.0,1.0,31.1875,31.488698260132562,0.0,0.0,Non-profitable,0,Moderate-Value
6905,20,55,1004,676,32.72727272727273,4.8790694130632497e-26,0.0,1.0,50.2,50.483127685613525,0.0,0.0,Non-profitable,0,Moderate-Value
5922,10,48,218,259,18.75,1.157353841954619e-08,0.0,1.0,21.8,22.240855387595555,0.0,0.03,Profitable,2,Low-Value
3598,18,53,606,402,30.566037735849054,5.809607409837963e-18,0.0,1.0,33.666666666666664,33.94044630575382,0.0,0.0,Non-profitable,0,Moderate-Value
6116,5,13,75,359,34.61538461538462,4.3317914703362097e-10,0.0,1.0,15.0,15.824733662956172,0.0,0.02,Profitable,2,Low-Value
6263,6,34,106,676,15.882352941176471,3.5628464495920995e-13,0.0,1.0,17.666666666666668,18.372801063676977,0.0,0.0,Non-profitable,2,Low-Value
10486,16,54,990,396,26.666666666666664,5.07947361879231e-16,0.0,1.0,61.875,62.261595975947,0.0,0.0,Non-profitable,1,VIP
2410,15,69,1097,158,19.565217391304348,3.2021042689116474e-05,0.0,1.0,73.13333333333334,73.57920364036268,0.0,2.11,Profitable,1,VIP
193,3,81,16,132,3.333333333333333,0.23433630403523628,0.1929,0.8071,5.333333333333333,6.570928430252498,0.08,0.19,Profitable,2,Low-Value
3363,4,99,34,104,3.6363636363636367,1.7774849323762185,0.9055,0.09450000000000003,8.5,9.460269102562592,0.84,0.45,Profitable,2,Low-Value
8278,15,3,1711,672,450.0,2.1461165101073213e-38,0.0,1.0,114.06666666666666,114.63406352091543,0.0,0.0,Non-profitable,3,High-Value
10660,14,61,438,168,20.65573770491803,3.3999239609173802e-06,0.0,1.0,31.285714285714285,31.63039025013852,0.0,0.44,Profitable,0,Moderate-Value
8686,5,65,75,537,6.923076923076923,7.124390882776431e-09,0.0,1.0,15.0,15.824733662956172,0.0,0.01,Profitable,2,Low-Value
1604,10,93,225,228,9.67741935483871,0.00010948597460947582,0.0001,0.9999,22.5,22.943977356054937,0.0,0.42,Profitable,2,Low-Value
5907,3,24,18,603,11.25,1.313845772186751e-09,0.0,1.0,6.0,7.247610332062101,0.0,0.01,Profitable,2,Low-Value
10669,15,8,470,408,168.75,1.5372300034218373e-27,0.0,1.0,31.333333333333332,31.65510405549854,0.0,0.0,Non-profitable,0,Moderate-Value
2918,6,72,91,442,7.5,4.826362194815867e-08,0.0,1.0,15.166666666666666,15.854162499982566,0.0,0.02,Profitable,2,Low-Value
5735,17,29,2525,136,52.75862068965517,6.159559254508497e-11,0.0,1.0,148.52941176470588,149.12012862029283,0.0,0.42,Profitable,3,High-Value
359,16,33,504,532,43.63636363636364,1.1337106014500395e-22,0.0,1.0,31.5,31.802067890639837,0.0,0.0,Non-profitable,0,Moderate-Value
8387,10,68,235,540,13.23529411764706,9.744688062412856e-13,0.0,1.0,23.5,23.948437310996916,0.0,0.0,Non-profitable,2,Low-Value
1829,18,55,1232,526,29.454545454545453,8.176714196019133e-21,0.0,1.0,68.44444444444444,68.80422434799125,0.0,0.0,Non-profitable,1,VIP
3839,7,76,88,422,8.289473684210526,3.294481522998728e-08,0.0,1.0,12.571428571428571,13.143516887541617,0.0,0.01,Profitable,2,Low-Value
9392,3,17,17,52,15.882352941176471,0.28656585267552537,0.0949,0.9051,5.666666666666667,6.9092693811573,0.1,0.29,Profitable,2,Low-Value
2292,4,94,24,331,3.829787234042553,0.00011579488243208325,0.0002,0.9998,6.0,6.932206648252561,0.0,0.07,Profitable,2,Low-Value
10466,5,86,60,311,5.232558139534883,5.5855949598579064e-05,0.0001,0.9999,12.0,12.797854051448128,0.0,0.12,Profitable,2,Low-Value
9855,25,25,1020,308,90.0,3.6491410665504762e-28,0.0,1.0,40.8,41.009676723354104,0.0,0.0,Non-profitable,0,Moderate-Value
4088,8,22,155,570,32.72727272727273,1.3252106565024775e-15,0.0,1.0,19.375,19.913150027295032,0.0,0.0,Non-profitable,2,Low-Value
5231,4,15,51,122,24.0,0.0002851997704090565,0.0002,0.9998,12.75,13.757975274889644,0.0,0.41,Profitable,2,Low-Value
590,15,35,1812,554,38.57142857142857,1.3762874983552207e-21,0.0,1.0,120.8,121.38738737748845,0.0,0.0,Non-profitable,3,High-Value
8732,21,81,1461,589,23.333333333333332,1.6379479006978385e-21,0.0,1.0,69.57142857142857,69.8820903406171,0.0,0.0,Non-profitable,1,VIP
2315,5,55,96,70,8.181818181818182,2.1378585150117306,0.6064,0.39359999999999995,19.2,20.062365119067437,2.14,1.35,Profitable,2,Low-Value
3515,8,94,160,132,7.659574468085106,0.4131381911203583,0.1415,0.8585,20.0,20.541638256429643,0.42,1.6,Profitable,2,Low-Value
2245,7,50,139,433,12.600000000000001,8.511405434667384e-10,0.0,1.0,19.857142857142858,20.475740009868918,0.0,0.01,Profitable,2,Low-Value
6283,21,64,908,434,29.53125,1.1199429121530092e-19,0.0,1.0,43.23809523809524,43.49296093710098,0.0,0.0,Non-profitable,0,Moderate-Value
2246,7,91,183,301,6.923076923076923,1.9135907594365123e-05,0.0,1.0,26.142857142857142,26.80157956638659,0.0,0.2,Profitable,0,Moderate-Value
6606,17,11,1161,455,139.0909090909091,7.937960112566921e-30,0.0,1.0,68.29411764705883,68.6747228352796,0.0,0.0,Non-profitable,1,VIP
5545,13,72,988,85,16.25,3.5736181624406886,0.5027,0.49729999999999996,76.0,76.52452549033448,13.67,12.49,Profitable,1,VIP
7342,24,6,1072,658,360.0,6.776630005716363e-52,0.0,1.0,44.666666666666664,44.892262950681484,0.0,0.0,Non-profitable,0,Moderate-Value
837,8,0,174,291,0.0,1.62003862920614e-22,0.0,1.0,21.75,22.301405298006554,0.0,0.0,Non-profitable,2,Low-Value
9500,19,66,758,520,25.90909090909091,4.686341287189465e-20,0.0,1.0,39.89473684210526,40.16866188136786,0.0,0.0,Non-profitable,0,Moderate-Value
3602,9,42,195,180,19.285714285714285,2.5881988062410916e-06,0.0,1.0,21.666666666666668,22.156087785055785,0.0,0.29,Profitable,2,Low-Value
234,4,60,31,627,6.0,2.8039913666216902e-09,0.0,1.0,7.75,8.701850366269582,0.0,0.0,Non-profitable,2,Low-Value
2995,16,64,1084,316,22.5,1.6487466290421058e-12,0.0,1.0,67.75,68.15294502948379,0.0,0.0,Non-profitable,1,VIP
1118,19,87,685,494,19.655172413793103,4.8903944470736094e-17,0.0,1.0,36.05263157894737,36.317556885686486,0.0,0.0,Non-profitable,0,Moderate-Value
7789,25,96,1672,219,23.4375,7.303661544271191e-09,0.0,1.0,66.88,67.13607880259922,0.0,0.03,Profitable,1,VIP
3068,5,1,43,243,450.0,2.115600067309673e-12,0.0,1.0,8.6,9.36739049173901,0.0,0.04,Profitable,2,Low-Value
8955,4,54,49,133,6.666666666666666,0.030706117119659444,0.0199,0.9801,12.25,13.252362784027637,0.02,0.46,Profitable,2,Low-Value
945,7,53,133,403,11.88679245283019,3.9788068708794375e-09,0.0,1.0,19.0,19.613125524889234,0.0,0.01,Profitable,2,Low-Value
5644,13,96,363,260,12.1875,1.653196544556619e-06,0.0,1.0,27.923076923076923,28.282832835562147,0.0,0.1,Profitable,0,Moderate-Value
7192,16,58,545,440,24.82758620689655,1.2688111996340624e-16,0.0,1.0,34.0625,34.3716988607995,0.0,0.0,Non-profitable,0,Moderate-Value
2324,29,12,1065,245,217.5,1.0136468622449114e-37,0.0,1.0,36.724137931034484,36.898599310180906,0.0,0.0,Non-profitable,0,Moderate-Value
697,20,78,2047,474,23.076923076923073,3.2479032537123423e-18,0.0,1.0,102.35,102.74916225624719,0.0,0.0,Non-profitable,3,High-Value
3439,10,64,296,606,14.0625,4.755072014952766e-14,0.0,1.0,29.6,30.075643036142974,0.0,0.0,Non-profitable,0,Moderate-Value
1506,7,26,140,366,24.23076923076923,9.573574090343301e-11,0.0,1.0,20.0,20.619509090698866,0.0,0.01,Profitable,2,Low-Value
232,16,8,530,347,180.0,1.7312963724921995e-27,0.0,1.0,33.125,33.431589969277674,0.0,0.0,Non-profitable,0,Moderate-Value
8876,8,49,152,690,14.693877551020407,2.1998900602481788e-14,0.0,1.0,19.0,19.536057089814264,0.0,0.0,Non-profitable,2,Low-Value
4500,23,56,1598,266,36.964285714285715,3.3928436738537443e-16,0.0,1.0,69.47826086956522,69.76167611209159,0.0,0.0,Non-profitable,1,VIP
9739,6,55,114,526,9.818181818181818,5.358316235498625e-10,0.0,1.0,19.0,19.716074964313997,0.0,0.0,Non-profitable,2,Low-Value
10395,7,25,101,676,25.200000000000003,2.7976915189667993e-15,0.0,1.0,14.428571428571429,15.012514938330929,0.0,0.0,Non-profitable,2,Low-Value
1176,3,50,25,280,5.3999999999999995,9.708600866959594e-05,0.0002,0.9998,8.333333333333334,9.615996988395711,0.0,0.09,Profitable,2,Low-Value
1627,21,84,789,519,22.5,1.896953405564597e-19,0.0,1.0,37.57142857142857,37.81428752115447,0.0,0.0,Non-profitable,0,Moderate-Value
938,5,30,87,334,15.0,6.161688801611423e-08,0.0,1.0,17.4,18.24623735216261,0.0,0.04,Profitable,2,Low-Value
2740,7,81,90,280,7.777777777777778,1.9290176916653483e-05,0.0,1.0,12.857142857142858,13.431055049201511,0.0,0.11,Profitable,2,Low-Value
257,18,74,1215,427,21.891891891891895,5.876206863751054e-16,0.0,1.0,67.5,67.85744443310621,0.0,0.0,Non-profitable,1,VIP
4058,21,76,811,260,24.868421052631582,8.513204723654648e-12,0.0,1.0,38.61904761904762,38.8641263039345,0.0,0.0,Non-profitable,0,Moderate-Value
7736,5,36,61,615,12.5,3.2007385275521484e-11,0.0,1.0,12.2,12.999646025548664,0.0,0.0,Non-profitable,2,Low-Value
8210,13,64,405,318,18.28125,1.149750922732964e-10,0.0,1.0,31.153846153846153,31.52467458196285,0.0,0.0,Non-profitable,0,Moderate-Value
833,6,62,72,91,8.709677419354838,0.7810694450779864,0.2428,0.7572,12.0,12.663886985969647,0.49,0.9,Profitable,2,Low-Value
6230,9,53,189,499,15.283018867924527,2.4931751807582536e-12,0.0,1.0,21.0,21.486115810114395,0.0,0.0,Non-profitable,2,Low-Value
7325,4,86,40,365,4.186046511627907,2.352680853092097e-05,0.0,1.0,10.0,10.97710657514861,0.0,0.07,Profitable,2,Low-Value
1307,7,15,63,140,42.0,3.9092141896523673e-07,0.0,1.0,9.0,9.54928986679294,0.0,0.21,Profitable,2,Low-Value
1502,5,67,52,465,6.716417910447761,6.908167714781522e-08,0.0,1.0,10.4,11.183518258643838,0.0,0.01,Profitable,2,Low-Value
6211,4,47,39,58,7.659574468085106,2.545315070082341,0.7323,0.26770000000000005,9.75,10.724300329717607,1.36,0.62,Profitable,2,Low-Value
9757,23,98,1631,268,21.122448979591837,1.6377187485129241e-10,0.0,1.0,70.91304347826087,71.19923392743972,0.0,0.0,Non-profitable,1,VIP
6918,4,56,34,360,6.428571428571428,3.1247542292724236e-06,0.0,1.0,8.5,9.460269102562592,0.0,0.04,Profitable,2,Low-Value
286,8,48,152,212,15.0,3.2589190528138334e-06,0.0,1.0,19.0,19.536057089814264,0.0,0.19,Profitable,2,Low-Value
11086,4,18,21,162,20.0,5.9233708755359774e-05,0.0,1.0,5.25,6.173787911959551,0.0,0.13,Profitable,2,Low-Value
1921,5,74,71,269,6.081081081081082,0.00011473036261402056,0.0001,0.9999,14.2,15.017565766554027,0.0,0.19,Profitable,2,Low-Value
7718,9,36,711,70,22.5,0.08584677807267631,0.0142,0.9858,79.0,79.77367763001509,0.34,8.9,Profitable,1,VIP
1291,12,90,351,694,12.0,2.5888034902676853e-15,0.0,1.0,29.25,29.644774930194263,0.0,0.0,Non-profitable,0,Moderate-Value
4136,7,63,119,573,10.0,4.8854949533326896e-11,0.0,1.0,17.0,17.600358393269975,0.0,0.0,Non-profitable,2,Low-Value
803,3,82,21,450,3.292682926829268,5.004656812990288e-06,0.0,1.0,7.0,8.262633184776504,0.0,0.03,Profitable,2,Low-Value
4298,3,63,10,97,4.285714285714286,0.5434425193450027,0.3312,0.6688000000000001,3.3333333333333335,4.5408827248236925,0.12,0.16,Profitable,2,Low-Value
9606,12,64,1536,306,16.875,1.0015497851410396e-09,0.0,1.0,128.0,128.76151944495925,0.0,0.03,Profitable,3,High-Value
8534,24,51,992,348,42.35294117647059,2.1663182410543854e-21,0.0,1.0,41.333333333333336,41.55275130922023,0.0,0.0,Non-profitable,0,Moderate-Value
5153,32,97,1529,492,29.690721649484537,9.819257654724236e-25,0.0,1.0,47.78125,47.954696485066755,0.0,0.0,Non-profitable,0,Moderate-Value
961,15,92,860,290,14.673913043478262,1.4744591849956793e-08,0.0,1.0,57.333333333333336,57.73229518483988,0.0,0.02,Profitable,1,VIP
5011,21,51,928,254,37.05882352941176,2.96428627012205e-15,0.0,1.0,44.19047619047619,44.447359830537366,0.0,0.0,Non-profitable,0,Moderate-Value
6653,14,72,418,699,17.5,1.7083334003251929e-18,0.0,1.0,29.857142857142858,30.197273638939283,0.0,0.0,Non-profitable,0,Moderate-Value
9094,14,39,587,695,32.30769230769231,2.836421072583233e-22,0.0,1.0,41.92857142857143,42.30710900357285,0.0,0.0,Non-profitable,0,Moderate-Value
5493,3,21,23,102,12.857142857142856,0.011272515651550147,0.0072,0.9928,7.666666666666667,8.939315086586108,0.01,0.26,Profitable,2,Low-Value
2147,22,91,2279,317,21.75824175824176,6.228105188293752e-13,0.0,1.0,103.5909090909091,103.9562200147691,0.0,0.0,Non-profitable,3,High-Value
5107,4,37,49,41,9.72972972972973,4.455236623818603,0.913,0.08699999999999997,12.25,13.252362784027637,2.95,0.84,Profitable,2,Low-Value
3979,16,98,1779,403,14.693877551020407,7.604774607962192e-12,0.0,1.0,111.1875,111.71132366999505,0.0,0.0,Non-profitable,3,High-Value
6049,26,85,1804,206,27.529411764705884,8.634890855961985e-10,0.0,1.0,69.38461538461539,69.6351127296719,0.0,0.02,Profitable,1,VIP
8147,5,40,48,358,11.25,1.190328538546343e-07,0.0,1.0,9.6,10.376350362241693,0.0,0.02,Profitable,2,Low-Value
1857,5,2,83,115,225.0,2.1896391485779876e-08,0.0,1.0,16.6,17.439069455760468,0.0,0.52,Profitable,2,Low-Value
3910,17,78,1862,264,19.615384615384617,8.502152928887293e-10,0.0,1.0,109.52941176470588,110.01799956203493,0.0,0.02,Profitable,3,High-Value
5207,19,41,793,643,41.707317073170735,8.809103942446213e-27,0.0,1.0,41.73684210526316,42.01508208477674,0.0,0.0,Non-profitable,0,Moderate-Value
11114,6,94,84,506,5.744680851063829,4.2837869762241155e-08,0.0,1.0,14.0,14.678797836925176,0.0,0.01,Profitable,2,Low-Value
5429,9,10,183,313,81.0,2.9189366776489794e-15,0.0,1.0,20.333333333333332,20.81614383517301,0.0,0.0,Non-profitable,2,Low-Value
1740,14,22,999,83,57.27272727272727,4.912538835302443e-07,0.0,1.0,71.35714285714286,71.82931119427717,0.0,5.22,Profitable,1,VIP
7488,21,30,825,523,62.99999999999999,4.588880324114235e-29,0.0,1.0,39.285714285714285,39.53220552933997,0.0,0.0,Non-profitable,0,Moderate-Value
195,10,21,246,672,42.857142857142854,6.308076004075232e-20,0.0,1.0,24.6,25.053343261433092,0.0,0.0,Non-profitable,2,Low-Value
635,17,51,610,467,30.0,4.339864896013907e-19,0.0,1.0,35.88235294117647,36.17808164206677,0.0,0.0,Non-profitable,0,Moderate-Value
7527,6,97,76,585,5.56701030927835,5.210163621033125e-09,0.0,1.0,12.666666666666666,13.335523936288155,0.0,0.0,Non-profitable,2,Low-Value
10319,18,56,1286,488,28.92857142857143,9.030711490324184e-20,0.0,1.0,71.44444444444444,71.81164290115551,0.0,0.0,Non-profitable,1,VIP
2296,3,4,30,195,67.5,1.4706023021204619e-06,0.0,1.0,10.0,11.307701742919715,0.0,0.14,Profitable,2,Low-Value
10637,6,77,99,544,7.012987012987013,3.1695952500025353e-09,0.0,1.0,16.5,17.197436400619587,0.0,0.01,Profitable,2,Low-Value
2931,22,95,1192,646,20.842105263157894,4.6009598477470835e-22,0.0,1.0,54.18181818181818,54.44720749471482,0.0,0.0,Non-profitable,1,VIP
907,13,36,362,212,32.5,1.1548064148932143e-10,0.0,1.0,27.846153846153847,28.205646127314512,0.0,0.02,Profitable,0,Moderate-Value
3698,18,13,2130,689,124.61538461538461,2.9157415624502473e-35,0.0,1.0,118.33333333333333,118.81648102838936,0.0,0.0,Non-profitable,3,High-Value
9516,26,90,1229,680,25.999999999999996,1.0146542531231847e-26,0.0,1.0,47.26923076923077,47.48189594073112,0.0,0.0,Non-profitable,0,Moderate-Value
679,4,49,38,647,7.346938775510203,6.612328413705215e-10,0.0,1.0,9.5,10.471494084286604,0.0,0.0,Non-profitable,2,Low-Value
7384,15,18,485,343,75.0,6.694146430731076e-21,0.0,1.0,32.333333333333336,32.65807294508859,0.0,0.0,Non-profitable,0,Moderate-Value
5043,11,89,434,601,11.123595505617978,3.7559692305409116e-13,0.0,1.0,39.45454545454545,39.92671207332674,0.0,0.0,Non-profitable,0,Moderate-Value
5267,4,43,44,472,8.372093023255815,3.2945561735853545e-08,0.0,1.0,11.0,11.988331556872621,0.0,0.02,Profitable,2,Low-Value
339,16,82,496,583,17.5609756097561,3.0938767464086254e-17,0.0,1.0,31.0,31.300676481828198,0.0,0.0,Non-profitable,0,Moderate-Value
2516,5,84,78,386,5.357142857142857,3.3773597496445832e-06,0.0,1.0,15.6,16.43010958525778,0.0,0.07,Profitable,2,Low-Value
9010,22,80,2346,504,24.750000000000004,2.79419330882135e-20,0.0,1.0,106.63636363636364,107.00783348196657,0.0,0.0,Non-profitable,3,High-Value
378,19,68,794,546,25.147058823529413,2.0505057106501236e-20,0.0,1.0,41.78947368421053,42.06783694773129,0.0,0.0,Non-profitable,0,Moderate-Value
4808,3,12,17,297,22.5,6.135380839842175e-07,0.0,1.0,5.666666666666667,6.9092693811573,0.0,0.04,Profitable,2,Low-Value
5068,4,75,26,333,4.800000000000001,3.222997520112448e-05,0.0001,0.9999,6.5,7.437819139114567,0.0,0.06,Profitable,2,Low-Value
7628,6,10,76,103,54.0,5.308266565968953e-06,0.0,1.0,12.666666666666666,13.335523936288155,0.0,0.55,Profitable,2,Low-Value
7128,3,91,15,204,2.967032967032967,0.01741139816599101,0.0219,0.9781,5.0,6.232587479347697,0.01,0.12,Profitable,2,Low-Value
2811,5,21,62,78,21.428571428571427,0.011159994226703667,0.0035,0.9965,12.4,13.201437999649201,0.01,0.74,Profitable,2,Low-Value
3551,8,28,198,92,25.71428571428571,0.0008953689759767867,0.0002,0.9998,24.75,25.31814879785269,0.0,1.81,Profitable,0,Moderate-Value
1663,4,97,49,247,3.711340206185567,0.002870500413296879,0.0034,0.9966,12.25,13.252362784027637,0.0,0.25,Profitable,2,Low-Value
